Row;GTIN;Name;Last updated;GTIN Label
1;7300000000004;Not found;-;-
2;7300000003982;Not found;-;-
3;7300000090005;Not found;-;-
4;7300000090104;Not found;-;-
5;7300000090203;Not found;-;-
6;7300000091002;Not found;-;-
7;7300000091101;Not found;-;-
8;7300000091200;Not found;-;-
9;7300000091309;Not found;-;-
10;7300000091408;Not found;-;-
11;7300000093006;Not found;-;-
12;7300000093105;Not found;-;-
13;7300000093204;Not found;-;-
14;7300000093303;Not found;-;-
15;7300000093402;Not found;-;-
16;7300000093501;Not found;-;-
17;7300000093600;Not found;-;-
18;7300000097004;Not found;-;-
19;7300000097103;Not found;-;-
20;7300000097202;Not found;-;-
21;7300000097301;Not found;-;-
22;7300000097400;Not found;-;-
23;7300000098001;Not found;-;-
24;7300000098100;Not found;-;-
25;7300000098209;Not found;-;-
26;7300000098254;Not found;-;-
27;7300000098407;Not found;-;-
28;7300000098452;Not found;-;-
29;7300000098506;Not found;-;-
30;7300000098605;Not found;-;-
31;7300000302009;Not found;-;-
32;7300000304003;Not found;-;-
33;7300000500702;Not found;-;-
34;7300008194842;Not found;-;-
35;7300009001446;;Broken at gs1.se;()
36;7300009004911;Not found;-;-
37;7300009005222;Not found;-;-
38;7300009007547;Upsala Handelsförening;Last updated: 2015-11-24;(GLN: 7300009007547, GCP: 7300009 00754)
39;7300009012299;Not found;-;-
40;7300009012701;Not found;-;-
41;7300009018055;;Broken at gs1.se;()
42;7300009022502;Not found;-;-
43;7300009022601;Not found;-;-
44;7300009040674;Not found;-;-
45;7300009042234;;Broken at gs1.se;()
46;7300009047666;Not found;-;-
47;7300009048984;;Broken at gs1.se;()
48;7300009050758;Not found;-;-
49;7300009112074;Not found;-;-
50;7300009116249;Not found;-;-
51;7300009117598;Not found;-;-
52;7300009119059;Not found;-;-
53;7300009119325;Not found;-;-
54;7300009119936;Not found;-;-
55;7300009123070;Not found;-;-
56;7300009128471;Not found;-;-
57;7300009129058;Not found;-;-
58;7300009129065;Not found;-;-
59;7300009129072;Not found;-;-
60;7300009129096;Not found;-;-
61;7300009135127;Not found;-;-
62;7300009138333;Not found;-;-
63;7300009141180;Not found;-;-
64;7300009161041;Not found;-;-
65;7300009161058;Not found;-;-
66;7300009161072;Not found;-;-
67;7300009161096;Not found;-;-
68;7300009171521;Not found;-;-
69;7300009200375;Not found;-;-
70;7300009235223;Not found;-;-
71;7300009235254;Not found;-;-
72;7300009236008;Not found;-;-
73;7300009253203;Not found;-;-
74;7300009253210;Not found;-;-
75;7300009253265;Not found;-;-
76;7300009253272;Not found;-;-
77;7300009253289;Not found;-;-
78;7300009261024;Not found;-;-
79;7300009261321;Not found;-;-
80;7300009261765;Not found;-;-
81;7300009263042;Not found;-;-
82;7300009263165;Not found;-;-
83;7300009281442;Not found;-;-
84;7300009281503;Not found;-;-
85;7300009281640;Not found;-;-
86;7300009281664;Not found;-;-
87;7300009281749;Not found;-;-
88;7300009284641;Not found;-;-
89;7300009286065;Not found;-;-
90;7300009289110;Not found;-;-
91;7300009289189;Not found;-;-
92;7300009289196;Not found;-;-
93;7300009289301;Not found;-;-
94;7300009291205;Not found;-;-
95;7300009292257;Not found;-;-
96;7300009292264;Not found;-;-
97;7300009293919;Not found;-;-
98;7300009295012;Not found;-;-
99;7300009301614;Not found;-;-
100;7300009302369;Not found;-;-
101;7300009303274;Not found;-;-
102;7300009303281;Not found;-;-
103;7300009303328;Not found;-;-
104;7300009304943;Not found;-;-
105;7300009304950;Not found;-;-
106;7300009304967;Not found;-;-
107;7300009304974;Not found;-;-
108;7300009305117;Not found;-;-
109;7300009310913;Not found;-;-
110;7300009310937;Not found;-;-
111;7300009310944;Not found;-;-
112;7300009312399;Not found;-;-
113;7300009312528;Not found;-;-
114;7300009312580;Not found;-;-
115;7300009312597;Not found;-;-
116;7300009312726;Not found;-;-
117;7300009312733;Not found;-;-
118;7300009312740;Not found;-;-
119;7300009312818;Not found;-;-
120;7300009312900;Not found;-;-
121;7300009312917;Not found;-;-
122;7300009312924;Not found;-;-
123;7300009313020;Not found;-;-
124;7300009313037;Not found;-;-
125;7300009313112;Not found;-;-
126;7300009313143;Not found;-;-
127;7300009320103;Not found;-;-
128;7300009320165;Not found;-;-
129;7300009322039;Not found;-;-
130;7300009322138;Not found;-;-
131;7300009322145;Not found;-;-
132;7300009322183;Not found;-;-
133;7300009322220;Not found;-;-
134;7300009322374;Not found;-;-
135;7300009322480;Not found;-;-
136;7300009324057;Not found;-;-
137;7300009324309;Not found;-;-
138;7300009324422;Not found;-;-
139;7300009324651;Not found;-;-
140;7300009324675;Not found;-;-
141;7300009324958;Not found;-;-
142;7300009325009;Not found;-;-
143;7300009336562;Not found;-;-
144;7300009351381;Not found;-;-
145;7300009351534;Not found;-;-
146;7300009351589;Not found;-;-
147;7300009352593;Not found;-;-
148;7300009406104;Not found;-;-
149;7300009406128;Not found;-;-
150;7300009406173;Not found;-;-
151;7300009406319;Not found;-;-
152;7300009406364;Not found;-;-
153;7300009406401;Not found;-;-
154;7300009406487;Not found;-;-
155;7300009406531;Not found;-;-
156;7300009414758;Not found;-;-
157;7300009415663;Not found;-;-
158;7300009416202;Not found;-;-
159;7300009416264;Not found;-;-
160;7300009416288;Not found;-;-
161;7300009416301;Not found;-;-
162;7300009416325;Not found;-;-
163;7300009416363;Not found;-;-
164;7300009417063;Not found;-;-
165;7300009417155;Not found;-;-
166;7300009417193;Not found;-;-
167;7300009417209;Not found;-;-
168;7300009417223;Not found;-;-
169;7300009417230;Not found;-;-
170;7300009417247;Not found;-;-
171;7300009417605;Not found;-;-
172;7300009418725;Not found;-;-
173;7300009418893;Not found;-;-
174;7300009419593;Not found;-;-
175;7300009419715;Not found;-;-
176;7300009419722;Not found;-;-
177;7300009419906;Not found;-;-
178;7300009424047;Not found;-;-
179;7300009424108;Not found;-;-
180;7300009433001;Not found;-;-
181;7300009438006;Not found;-;-
182;7300009466658;Not found;-;-
183;7300009466726;Not found;-;-
184;7300009466740;Not found;-;-
185;7300009466887;Not found;-;-
186;7300009467228;Not found;-;-
187;7300009467242;Not found;-;-
188;7300009467815;Not found;-;-
189;7300009490776;Not found;-;-
190;7300009491377;Not found;-;-
191;7300009494057;Not found;-;-
192;7300009494293;Not found;-;-
193;7300009495436;Not found;-;-
194;7300009500499;Not found;-;-
195;7300009502189;Not found;-;-
196;7300009502196;Not found;-;-
197;7300009505289;Not found;-;-
198;7300009506743;Not found;-;-
199;7300009506767;Not found;-;-
200;7300009506774;Not found;-;-
201;7300009506781;Not found;-;-
202;7300009507009;Not found;-;-
203;7300009507160;Not found;-;-
204;7300009510047;Not found;-;-
205;7300009510054;Not found;-;-
206;7300009515141;Not found;-;-
207;7300009520237;Not found;-;-
208;7300009522088;Not found;-;-
209;7300009523528;Not found;-;-
210;7300009523535;Not found;-;-
211;7300009523634;Not found;-;-
212;7300009523665;Not found;-;-
213;7300009523795;Not found;-;-
214;7300009523870;Not found;-;-
215;7300009524037;Not found;-;-
216;7300009525829;Not found;-;-
217;7300009525836;Not found;-;-
218;7300009525850;Not found;-;-
219;7300009525867;Not found;-;-
220;7300009528332;Not found;-;-
221;7300009528448;Not found;-;-
222;7300009541270;Not found;-;-
223;7300009541522;Not found;-;-
224;7300009544325;Not found;-;-
225;7300009547760;Not found;-;-
226;7300009547814;Not found;-;-
227;7300009548279;Not found;-;-
228;7300009550166;Not found;-;-
229;7300009552030;Not found;-;-
230;7300009569007;Not found;-;-
231;7300009570003;Not found;-;-
232;7300009590957;Not found;-;-
233;7300009596263;Not found;-;-
234;7300009604098;Not found;-;-
235;7300009605279;Not found;-;-
236;7300009610266;Not found;-;-
237;7300009611041;Not found;-;-
238;7300009611287;Not found;-;-
239;7300009611355;Not found;-;-
240;7300009611454;Not found;-;-
241;7300009611751;Not found;-;-
242;7300009611881;Not found;-;-
243;7300009612017;Not found;-;-
244;7300009612031;Not found;-;-
245;7300009612208;Not found;-;-
246;7300009612291;Not found;-;-
247;7300009612413;Not found;-;-
248;7300009612482;Not found;-;-
249;7300009612536;Not found;-;-
250;7300009612543;Not found;-;-
251;7300009612567;Not found;-;-
252;7300009613007;Not found;-;-
253;7300009613021;Not found;-;-
254;7300009614776;Not found;-;-
255;7300009615179;Not found;-;-
256;7300009615193;Not found;-;-
257;7300009615476;Not found;-;-
258;7300009615575;Not found;-;-
259;7300009615810;Not found;-;-
260;7300009615834;Not found;-;-
261;7300009615926;Not found;-;-
262;7300009616718;Not found;-;-
263;7300009618064;Not found;-;-
264;7300009618682;Not found;-;-
265;7300009619382;Not found;-;-
266;7300009619887;Not found;-;-
267;7300009620029;Not found;-;-
268;7300009620548;Not found;-;-
269;7300009626038;Not found;-;-
270;7300009626069;Not found;-;-
271;7300009632534;Not found;-;-
272;7300009632589;Not found;-;-
273;7300009634019;Not found;-;-
274;7300009640102;Not found;-;-
275;7300009640195;Not found;-;-
276;7300009641260;Not found;-;-
277;7300009650101;Not found;-;-
278;7300009650125;Not found;-;-
279;7300009650415;Not found;-;-
280;7300009650453;Not found;-;-
281;7300009655083;Not found;-;-
282;7300009670475;Not found;-;-
283;7300009670697;Not found;-;-
284;7300009671816;Not found;-;-
285;7300009671823;Not found;-;-
286;7300009673063;Not found;-;-
287;7300009673087;Not found;-;-
288;7300009673155;Not found;-;-
289;7300009673315;Not found;-;-
290;7300009673872;Not found;-;-
291;7300009679256;Not found;-;-
292;7300009679300;Not found;-;-
293;7300009679393;Not found;-;-
294;7300009679409;Not found;-;-
295;7300009700318;Not found;-;-
296;7300009701100;Not found;-;-
297;7300009800858;Not found;-;-
298;7300009800988;Not found;-;-
299;7300009800995;Not found;-;-
300;7300009803057;Not found;-;-
301;7300009805006;Not found;-;-
302;7300009805204;Not found;-;-
303;7300009805549;Not found;-;-
304;7300009805600;Not found;-;-
305;7300009808052;Not found;-;-
306;7300009902873;Not found;-;-
307;7300009902910;Not found;-;-
308;7300009902927;Not found;-;-
309;7300009902934;Not found;-;-
310;7300009903207;Not found;-;-
311;7300009903221;Not found;-;-
312;7300009908110;Not found;-;-
313;7300009931125;Not found;-;-
314;7300009934065;Not found;-;-
315;7300009934973;Not found;-;-
316;7300009940073;Not found;-;-
317;7300009950348;Not found;-;-
318;7300010900004;Not found;-;-
319;7300011234566;Not found;-;-
320;7300059510134;Not found;-;-
321;7300061600007;World Wide Widgets;Last updated: 2016-01-22;(GLN: 7300060000006, GCP: 730 006)
322;7300522985018;Not found;-;-
323;7300522985025;Not found;-;-
324;7300522985056;Not found;-;-
325;7300522985070;Not found;-;-
326;7300522985087;Not found;-;-
327;7300522985094;Not found;-;-
328;7301002402698;;Broken at gs1.se;(GLN: 7301002402698)
329;7301002402704;;Broken at gs1.se;(GLN: 7301002402704)
330;7302853000538;Not found;-;-
331;7303056301019;Not found;-;-
332;7303056301040;Not found;-;-
333;7303056301064;Not found;-;-
334;7303056301125;Not found;-;-
335;7303056301217;Not found;-;-
336;7303056301248;Not found;-;-
337;7303056301279;Not found;-;-
338;7303056301286;Not found;-;-
339;7303056301316;Not found;-;-
340;7303056301323;Not found;-;-
341;7303056301347;Not found;-;-
342;7303056301422;Not found;-;-
343;7303056301521;Not found;-;-
344;7303056301552;Not found;-;-
345;7303056301897;Not found;-;-
346;7303056301903;Not found;-;-
347;7303056301927;Not found;-;-
348;7303056301934;Not found;-;-
349;7303213311295;Not found;-;-
350;7303213316283;Not found;-;-
351;7303213316290;Not found;-;-
352;7303213316986;Not found;-;-
353;7303213316993;Not found;-;-
354;7303213317006;Not found;-;-
355;7304081005064;Not found;-;-
356;7305002830598;Not found;-;-
357;7305003611127;Not found;-;-
358;7305005023539;Not found;-;-
359;7305562400118;Not found;-;-
360;7305562400613;Not found;-;-
361;7305562400620;Not found;-;-
362;7305562400712;Not found;-;-
363;7305562400729;Not found;-;-
364;7305562400811;Not found;-;-
365;7305562400910;Not found;-;-
366;7305562403515;Not found;-;-
367;7305562403522;Not found;-;-
368;7305562403621;Not found;-;-
369;7305562403713;Not found;-;-
370;7305562403720;Not found;-;-
371;7305562404116;Not found;-;-
372;7305562404222;Not found;-;-
373;7305562404512;Not found;-;-
374;7305562407216;Not found;-;-
375;7305562410711;Not found;-;-
376;7305562411015;Not found;-;-
377;7305562412012;Not found;-;-
378;7305562412111;Not found;-;-
379;7305562412319;Not found;-;-
380;7305562412616;Not found;-;-
381;7305562412715;Not found;-;-
382;7305562430016;Not found;-;-
383;7305562430719;Not found;-;-
384;7305562435011;Not found;-;-
385;7305562435523;Not found;-;-
386;7305562435530;Not found;-;-
387;7305562435622;Not found;-;-
388;7305562437329;Not found;-;-
389;7305562440015;Not found;-;-
390;7305562440114;Not found;-;-
391;7305562440213;Not found;-;-
392;7305562440312;Not found;-;-
393;7305562440527;Not found;-;-
394;7305562440725;Not found;-;-
395;7305562446529;Not found;-;-
396;7305562460518;Not found;-;-
397;7305562460624;Not found;-;-
398;7305562460716;Not found;-;-
399;7305562461713;Not found;-;-
400;7305562461812;Not found;-;-
401;7305562461911;Not found;-;-
402;7305562462017;Not found;-;-
403;7305562462215;Not found;-;-
404;7305562463915;Not found;-;-
405;7305562464912;Not found;-;-
406;7305562465315;Not found;-;-
407;7305562465414;Not found;-;-
408;7305562465513;Not found;-;-
409;7305562465612;Not found;-;-
410;7305562465711;Not found;-;-
411;7305562473518;Not found;-;-
412;7307300075008;Not found;-;-
413;7307306029906;Not found;-;-
414;7307306065003;Not found;-;-
415;7307306079000;Not found;-;-
416;7307308075000;Not found;-;-
417;7307310075005;Not found;-;-
418;7307313075002;Not found;-;-
419;7307322082008;Not found;-;-
420;7308870000025;Not found;-;-
421;7308870000582;Not found;-;-
422;7308870005754;Not found;-;-
423;7308870300576;Not found;-;-
424;7309041426279;Not found;-;-
425;7309249801137;Not found;-;-
426;7309313900179;Not found;-;-
427;7309344200132;Not found;-;-
428;7309344201894;Not found;-;-
429;7309344201993;Not found;-;-
430;7309344206851;Not found;-;-
431;7309344207100;Not found;-;-
432;7309344283937;Not found;-;-
433;7309344285023;Not found;-;-
434;7309344286129;Not found;-;-
435;7309344288819;Not found;-;-
436;7309344290003;Not found;-;-
437;7309754332553;Not found;-;-
438;7309998099007;Not found;-;-
439;7311265465460;Not found;-;-
440;7311288215004;Not found;-;-
441;7311490030594;Orkla House Care AB;Last updated: 2016-07-28;(GLN: 7311490000009, GCP: 731 149)
442;7311490030600;Orkla House Care AB;Last updated: 2016-07-28;(GLN: 7311490000009, GCP: 731 149)
443;7311490034783;Orkla House Care AB;Last updated: 2016-07-28;(GLN: 7311490000009, GCP: 731 149)
444;7311490034813;Orkla House Care AB;Last updated: 2016-07-28;(GLN: 7311490000009, GCP: 731 149)
445;7311560032527;Not found;-;-
446;7311560532522;Not found;-;-
447;7311561132561;Not found;-;-
448;7311561132608;Not found;-;-
449;7311564654350;Not found;-;-
450;7312144000024;;Broken at gs1.se;()
451;7312231565467;Not found;-;-
452;7313750003065;Not found;-;-
453;7314262162486;Not found;-;-
454;7314390000018;;Broken at gs1.se;()
455;7314390000025;;Broken at gs1.se;()
456;7314390000032;;Broken at gs1.se;()
457;7314390000049;;Broken at gs1.se;()
458;7314390000056;;Broken at gs1.se;()
459;7314390000070;;Broken at gs1.se;()
460;7314390000148;;Broken at gs1.se;()
461;7314390000155;;Broken at gs1.se;()
462;7314390000162;;Broken at gs1.se;()
463;7314390000193;;Broken at gs1.se;()
464;7314390000209;;Broken at gs1.se;()
465;7314390000261;;Broken at gs1.se;()
466;7314390000278;;Broken at gs1.se;()
467;7314390000292;;Broken at gs1.se;()
468;7314390000315;;Broken at gs1.se;()
469;7314390000360;;Broken at gs1.se;()
470;7314390000377;;Broken at gs1.se;()
471;7314390000407;;Broken at gs1.se;()
472;7314390000414;;Broken at gs1.se;()
473;7314390000599;;Broken at gs1.se;()
474;7314571060510;Not found;-;-
475;7314571060527;Not found;-;-
476;7314571060534;Not found;-;-
477;7314571060572;Not found;-;-
478;7314571120115;Not found;-;-
479;7314571120122;Not found;-;-
480;7314571120139;Not found;-;-
481;7314571130800;Not found;-;-
482;7314571150853;Not found;-;-
483;7314571151003;Not found;-;-
484;7314571151010;Not found;-;-
485;7314571151027;Not found;-;-
486;7314571151034;Not found;-;-
487;7314571151102;Not found;-;-
488;7314571151119;Not found;-;-
489;7314571151126;Not found;-;-
490;7314571151133;Not found;-;-
491;7314571151140;Not found;-;-
492;7314571151744;Not found;-;-
493;7314571151751;Not found;-;-
494;7314571407582;Not found;-;-
495;7314587215676;Not found;-;-
496;7314610020123;Not found;-;-
497;7314610020154;Not found;-;-
498;7314920982746;Tremco illbruck AB;Last updated: 2016-10-03;(GLN: 7314920000006, GCP: 731 492)
499;7314987613577;Not found;-;-
500;7315150827449;Not found;-;-
501;7315150944894;Not found;-;-
502;7315162165683;Not found;-;-
503;7315168984516;Not found;-;-
504;7315400007980;Not found;-;-
505;7315400050122;Not found;-;-
506;7315400127985;Not found;-;-
507;7315400158934;Not found;-;-
508;7315400264086;Not found;-;-
509;7315468495583;Not found;-;-
510;7315498484953;Elfa International AB;Last updated: 2016-06-16;(GLN: 7315490000007, GCP: 731 549)
511;7315547598006;AB Rörets Industrier;Last updated: 2016-05-05;(GLN: 7315540000001, GCP: 731 554)
512;7315589874489;Not found;-;-
513;7315613132165;Not found;-;-
514;7315645648948;Not found;-;-
515;7315648979841;Not found;-;-
516;7315659846651;Not found;-;-
517;7315712145455;Not found;-;-
518;7315837000585;Not found;-;-
519;7315842125891;Not found;-;-
520;7315997000005;Not found;-;-
521;7315998654986;Not found;-;-
522;7316340000925;Not found;-;-
523;7316340000949;Not found;-;-
524;7316494518994;Not found;-;-
525;7316495845457;Not found;-;-
526;7316520000004;Not found;-;-
527;7316546486653;Not found;-;-
528;7316549851847;Not found;-;-
529;7316984984650;Not found;-;-
530;7317603900006;Not found;-;-
531;7317609412121;Not found;-;-
532;7317609412213;Not found;-;-
533;7317609412381;Not found;-;-
534;7317609412398;Not found;-;-
535;7318040010006;Not found;-;-
536;7318310006142;Not found;-;-
537;7318498494984;Not found;-;-
538;7318514465325;Not found;-;-
539;7318668899779;Not found;-;-
540;7318706000006;Not found;-;-
541;7318871000108;Orkla House Care AB;Last updated: 2016-07-28;(GLN: 7311490000009, GCP: 731 887)
542;7319140003479;Not found;-;-
543;7319830899702;Not found;-;-
544;7319830929713;Not found;-;-
545;7319830935059;Not found;-;-
546;7319830936278;Not found;-;-
547;7319830936742;Not found;-;-
548;7319833331476;Not found;-;-
549;7319833331506;Not found;-;-
550;7319833331537;Not found;-;-
551;7319833340454;Not found;-;-
552;7319833342182;Not found;-;-
553;7319833342373;Not found;-;-
554;7319833350460;Not found;-;-
555;7319833368595;Not found;-;-
556;7319833368625;Not found;-;-
557;7319833369271;Not found;-;-
558;7319833369813;Not found;-;-
559;7319833369851;Not found;-;-
560;7319833372615;Not found;-;-
561;7319833372912;Not found;-;-
562;7319833374039;Not found;-;-
563;7319833374534;Not found;-;-
564;7319833374725;Not found;-;-
565;7319833376163;Not found;-;-
566;7319833378709;Not found;-;-
567;7319833378716;Not found;-;-
568;7319833378723;Not found;-;-
569;7319833384243;Not found;-;-
570;7319833385691;Not found;-;-
571;7319833385714;Not found;-;-
572;7319833385752;Not found;-;-
573;7319833386254;Not found;-;-
574;7319834163250;Not found;-;-
575;7319834163434;Not found;-;-
576;7319834163748;Not found;-;-
577;7319834163762;Not found;-;-
578;7319834869633;Not found;-;-
579;7319835169534;Not found;-;-
580;7319835169558;Not found;-;-
581;7319838563360;Not found;-;-
582;7319838563377;Not found;-;-
583;7319895175377;Procurator AB;Last updated: 2016-10-10;(GLN: 7319890000001, GCP: 731 989)
584;7322115366226;Not found;-;-
585;7323731062486;Not found;-;-
586;7324500400003;Not found;-;-
587;7324505800600;Not found;-;-
588;7324505800808;Not found;-;-
589;7324589008466;Not found;-;-
590;7324589008848;Not found;-;-
591;7325910656516;Johan i Hallen i Göteborg AB;Last updated: 2016-05-13;(GLN: 7350002190005, GCP: 732 591)
592;7326598789459;Not found;-;-
593;7326974862486;Not found;-;-
594;7330028008256;Kronobergs läns landsting;Last updated: 2016-01-22;(GLN: 7330028000014, GCP: 733 0028)
595;7330134147139;Not found;-;-
596;7330149400007;Not found;-;-
597;7330176006548;Not found;-;-
598;7330201400006;Not found;-;-
599;7330220000003;Not found;-;-
600;7330220100000;Not found;-;-
601;7330240100004;Not found;-;-
602;7330249900001;Not found;-;-
603;7330252500007;Not found;-;-
604;7330262500004;Not found;-;-
605;7330284100008;Not found;-;-
606;7330312000003;Not found;-;-
607;7330312020001;Not found;-;-
608;7330312030000;Not found;-;-
609;7330312040009;Not found;-;-
610;7330312060007;Not found;-;-
611;7330312070006;Not found;-;-
612;7330312080005;Not found;-;-
613;7330312100000;Not found;-;-
614;7330312200007;Not found;-;-
615;7330312230004;Not found;-;-
616;7330312300004;Not found;-;-
617;7330312310003;Not found;-;-
618;7330312320002;Not found;-;-
619;7330312330001;Not found;-;-
620;7330312400001;Not found;-;-
621;7330312410000;Not found;-;-
622;7330312420009;Not found;-;-
623;7330312430008;Not found;-;-
624;7330312440007;Not found;-;-
625;7330312450006;Not found;-;-
626;7330312460005;Not found;-;-
627;7330312470004;Not found;-;-
628;7330312500008;Not found;-;-
629;7330312510007;Not found;-;-
630;7330312520006;Not found;-;-
631;7330312530005;Not found;-;-
632;7330312540004;Not found;-;-
633;7330312560002;Not found;-;-
634;7330312570001;Not found;-;-
635;7330312580000;Not found;-;-
636;7330312600005;Not found;-;-
637;7330312610004;Not found;-;-
638;7330312620003;Not found;-;-
639;7330312630002;Not found;-;-
640;7330312640001;Not found;-;-
641;7330312700002;Not found;-;-
642;7330312710001;Not found;-;-
643;7330312800009;Not found;-;-
644;7330312810008;Not found;-;-
645;7330312820007;Not found;-;-
646;7330312830006;Not found;-;-
647;7330312840005;Not found;-;-
648;7330312850004;Not found;-;-
649;7330312860003;Not found;-;-
650;7330312870002;Not found;-;-
651;7330312910005;Not found;-;-
652;7330313000002;Not found;-;-
653;7330313010001;Not found;-;-
654;7330313030009;Not found;-;-
655;7330313040008;Not found;-;-
656;7330313050007;Not found;-;-
657;7330313060006;Not found;-;-
658;7330313070005;Not found;-;-
659;7330313080004;Not found;-;-
660;7330313090003;Not found;-;-
661;7330313100009;Not found;-;-
662;7330313110008;Not found;-;-
663;7330313120007;Not found;-;-
664;7330313130006;Not found;-;-
665;7330313140005;Not found;-;-
666;7330313150004;Not found;-;-
667;7330313160003;Not found;-;-
668;7330313170002;Not found;-;-
669;7330313180001;Not found;-;-
670;7330313190000;Not found;-;-
671;7330313200006;Not found;-;-
672;7330313210005;Not found;-;-
673;7330313220004;Not found;-;-
674;7330313250001;Not found;-;-
675;7330313260000;Not found;-;-
676;7330313270009;Not found;-;-
677;7330313280008;Not found;-;-
678;7330313290007;Not found;-;-
679;7330313300003;Not found;-;-
680;7330313350008;Not found;-;-
681;7330313360007;Not found;-;-
682;7330313370006;Not found;-;-
683;7330313380005;Not found;-;-
684;7330313390004;Not found;-;-
685;7330313400000;Not found;-;-
686;7330313410009;Not found;-;-
687;7330313440006;Not found;-;-
688;7330313450005;Not found;-;-
689;7330313460004;Not found;-;-
690;7330313480002;Not found;-;-
691;7330313490001;Not found;-;-
692;7330332011409;Not found;-;-
693;7330367002403;Not found;-;-
694;7330367622670;Not found;-;-
695;7330387003237;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
696;7330387004753;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
697;7330387004821;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
698;7330387010051;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
699;7330387010402;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
700;7330387010457;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
701;7330387010624;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
702;7330387011058;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
703;7330387013045;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
704;7330387013113;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
705;7330387013151;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
706;7330387013243;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
707;7330387013311;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
708;7330387013328;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
709;7330387013458;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
710;7330387013519;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
711;7330387013854;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
712;7330387013922;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
713;7330387013953;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
714;7330387013960;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
715;7330387015513;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
716;7330387016015;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
717;7330387020012;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
718;7330387020074;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
719;7330387020463;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
720;7330387020470;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
721;7330387021316;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
722;7330387021323;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
723;7330387025109;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
724;7330387025116;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
725;7330387025123;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
726;7330387026007;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
727;7330387026021;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
728;7330387026182;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
729;7330387026250;Mössebergsbagaren AB;Last updated: 2016-09-12;(GLN: 7330387000007, GCP: 733 0387)
730;7330403009953;Not found;-;-
731;7330407800006;Not found;-;-
732;7330429600004;Not found;-;-
733;7330443156877;Ateljé Lyktan AB;Last updated: 2016-06-22;(GLN: 7330443000002, GCP: 733 0443)
734;7330459801594;Not found;-;-
735;7330527843501;Not found;-;-
736;7330527844508;Not found;-;-
737;7330578105757;Not found;-;-
738;7330578402139;Not found;-;-
739;7330578701003;Not found;-;-
740;7330578810002;Not found;-;-
